Title: dummy

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5 Mg#
1000.00 1100.00 99.999999 252.597061 -1234481.036222 38.683553 135.671591 4.550 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1095.00 99.999999 252.102166 -1235159.362664 38.673976 135.658938 4.584 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1090.00 99.999999 251.605507 -1235837.625120 38.664400 135.645996 4.618 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1085.00 99.999999 251.107070 -1236515.822142 38.654824 135.632764 4.652 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1080.00 99.999999 250.606845 -1237193.952265 38.645247 135.619237 4.687 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1075.00 99.999999 250.104818 -1237872.014013 38.635671 135.605413 4.722 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1070.00 99.999932 249.600807 -1238549.104153 38.626068 135.591195 4.757 61.9391 2.9191 11.189 1.3449 7.28731 1.0264 1.7348 8.2942 1.9334 1.3541 0.977701 29.8
1000.00 1065.00 97.047808 241.658410 -1205743.455905 37.591977 131.328250 4.870 62.5094 2.89725 11.074 1.2101 7.09066 1.05762 1.61835 8.22163 1.92147 1.39207 1.00744 28.9
1000.00 1060.00 94.283015 234.209581 -1174974.624203 36.622130 127.346490 4.983 63.068 2.87009 10.9602 1.09221 6.88931 1.08864 1.51149 8.14653 1.90697 1.42958 1.03698 28.1
1000.00 1055.00 91.694081 227.223928 -1146123.654764 35.712630 123.627031 5.094 63.6141 2.83892 10.8477 0.989078 6.68495 1.11937 1.41343 8.06951 1.89017 1.46654 1.06626 27.4
1000.00 1050.00 89.269055 220.669904 -1119065.498030 34.859421 120.150718 5.204 64.1469 2.80484 10.7369 0.898734 6.47893 1.14978 1.32338 7.99108 1.8713 1.50291 1.09523 26.7
1000.00 1045.00 86.996166 214.516474 -1093676.061037 34.058512 116.899003 5.312 64.6663 2.76877 10.628 0.819421 6.27238 1.17982 1.24064 7.91167 1.85056 1.53864 1.12384 26.1
1000.00 1040.00 84.864135 208.733909 -1069835.578940 33.306078 113.854337 5.419 65.172 2.73143 10.5211 0.749608 6.06623 1.20946 1.16455 7.83165 1.82817 1.5737 1.15208 25.5
1000.00 1035.00 82.862358 203.294254 -1047430.712262 32.598522 111.000369 5.525 65.6641 2.69338 10.4165 0.687978 5.86126 1.23868 1.09452 7.75132 1.80429 1.60805 1.17991 25.0
1000.00 1030.00 80.980995 198.171550 -1026355.640928 31.932503 108.322040 5.630 66.1427 2.65505 10.3142 0.633408 5.65811 1.26746 1.03002 7.67091 1.77908 1.6417 1.20732 24.5
1000.00 1025.00 79.184996 193.282358 -1006209.124451 31.296140 105.760586 5.737 66.6262 2.61687 10.2171 0.584632 5.45733 1.29621 0.970162 7.57888 1.75321 1.67516 1.22424 24.1
1000.00 1020.00 77.222174 187.998032 -983640.105033 30.595806 102.950348 5.853 67.1716 2.51407 10.127 0.558233 5.28743 1.32244 0.904127 7.45141 1.72794 1.71345 1.22236 23.4
1000.00 1015.00 75.323516 182.890289 -961702.027688 29.916182 100.237355 5.970 67.7111 2.40143 10.0387 0.53877 5.12428 1.34705 0.841159 7.32308 1.70193 1.75214 1.22039 22.6
1000.00 1010.00 73.541862 178.089910 -941126.755757 29.277341 97.697144 6.085 68.2324 2.29594 9.95214 0.52116 4.96032 1.37071 0.783623 7.19912 1.67499 1.79002 1.21962 22.0
1000.00 1005.00 71.866803 173.569503 -921794.197602 28.675761 95.313875 6.199 68.7366 2.19701 9.8675 0.505171 4.7958 1.39343 0.731063 7.07916 1.64721 1.8271 1.21999 21.4
1000.00 1000.00 70.289609 169.305975 -903603.076069 28.108479 93.074194 6.312 69.2247 2.10407 9.78486 0.490598 4.63108 1.41525 0.68306 6.96294 1.61866 1.86339 1.2214 20.8
1000.00 995.00 68.802863 165.279614 -886466.921443 27.572975 90.966718 6.424 69.6975 2.01663 9.70429 0.477258 4.46659 1.43618 0.639222 6.85021 1.58943 1.89888 1.2238 20.3
1000.00 990.00 67.400172 161.473348 -870310.815592 27.067070 88.981605 6.535 70.1557 1.93424 9.6258 0.46499 4.30284 1.45621 0.599188 6.74078 1.55957 1.93358 1.22712 19.9
1000.00 985.00 66.075933 157.872152 -855068.785485 26.588847 87.110217 6.644 70.5997 1.85651 9.5494 0.453649 4.14034 1.47537 0.562617 6.6345 1.52917 1.96746 1.23133 19.5
1000.00 980.00 64.825143 154.462589 -840681.765988 26.136589 85.344858 6.753 71.0299 1.78305 9.47505 0.443108 3.97961 1.49366 0.529193 6.53126 1.4983 2.00051 1.23636 19.2
1000.00 975.00 63.643266 151.232458 -827096.056978 25.708732 83.678567 6.862 71.4467 1.71355 9.40269 0.433254 3.82117 1.51109 0.498623 6.43096 1.46702 2.03272 1.24219 18.9
1000.00 970.00 62.525707 148.169472 -814261.978674 25.303801 82.104390 6.969 71.8514 1.64769 9.33227 0.424002 3.66516 1.52717 0.470653 6.33342 1.43539 2.0641 1.24875 18.6
1000.00 965.00 61.435963 145.180049 -802158.718744 24.919193 80.570562 7.102 72.3251 1.58522 9.26446 0.416179 3.48536 1.49792 0.446813 6.22779 1.40313 2.09591 1.25207 18.6
1000.00 960.00 60.413581 142.363387 -790793.615823 24.557577 79.131446 7.234 72.78 1.52599 9.19811 0.408613 3.31352 1.46966 0.424901 6.12566 1.37073 2.12661 1.25618 18.6
1000.00 955.00 59.453071 139.705280 -780107.590687 24.217134 77.779170 7.365 73.217 1.46976 9.13317 0.401271 3.14943 1.44228 0.404706 6.02691 1.33826 2.15623 1.26102 18.6
1000.00 950.00 58.549498 137.192960 -770047.463717 23.896222 76.506684 7.494 73.6369 1.41627 9.0696 0.394125 2.99284 1.41567 0.386042 5.93143 1.30577 2.18479 1.2666 18.7
1000.00 945.00 57.698417 134.814936 -760565.298931 23.593359 75.307658 7.622 74.0405 1.36531 9.00735 0.387156 2.8435 1.38975 0.368748 5.83914 1.27333 2.21235 1.27291 18.8
1000.00 940.00 56.895822 132.560848 -751617.832601 23.307205 74.176403 7.748 74.4285 1.3167 8.94638 0.380346 2.70115 1.36444 0.352683 5.74996 1.24098 2.23892 1.27993 18.9
1000.00 935.00 49.519499 115.068190 -655555.250807 20.329542 64.510182 7.885 74.5484 1.28073 9.09797 0.35468 2.5078 1.30297 0.334678 5.58307 1.16973 2.52763 1.29236 19.2
1000.00 930.00 43.336149 100.434849 -574553.910798 17.819899 56.423293 7.981 74.5516 1.2577 9.21792 0.335377 2.30895 1.2902 0.308182 5.48632 1.09831 2.83063 1.31477 19.2
1000.00 925.00 38.407470 88.775245 -509907.837837 15.816605 49.980319 8.073 74.5365 1.23526 9.33837 0.317502 2.12583 1.27686 0.283924 5.39299 1.02937 3.12576 1.33766 19.2
1000.00 920.00 34.311631 79.094644 -456123.345452 14.149524 44.628933 8.166 74.5056 1.21261 9.46734 0.300138 1.95819 1.25787 0.262494 5.29603 0.961969 3.41743 1.36032 19.3
1000.00 915.00 30.843109 70.905822 -410519.169648 12.735638 40.099756 8.259 74.46 1.18985 9.60298 0.283404 1.80495 1.23437 0.243492 5.19734 0.896312 3.70445 1.38289 19.4
1000.00 910.00 27.853435 63.857234 -371157.571622 11.514954 36.198237 8.350 74.4004 1.16708 9.74359 0.267398 1.665 1.20748 0.226565 5.09859 0.832604 3.98574 1.40553 19.5
1000.00 905.00 25.230787 57.684646 -336577.886803 10.442249 32.777900 8.441 74.328 1.14438 9.8877 0.252186 1.53719 1.17816 0.211413 5.00117 0.771014 4.26037 1.42839 19.7
1000.00 900.00 22.887374 52.181285 -305631.689385 9.481968 29.723818 8.529 74.2437 1.12182 10.0342 0.237804 1.42043 1.14726 0.197788 4.90622 0.711652 4.52757 1.4516 19.9
1000.00 895.00 12.110462 27.528644 -161846.182679 5.018254 15.728962 8.587 74.0587 1.116 10.1933 0.231628 1.29433 1.18132 0.18214 4.9032 0.622141 4.72968 1.48764 20.1
1000.00 835.00 2.221855 4.011323 -27875.006259 0.763760 4.080148 -2.615 1.18628 0.129378 0.0130086 0.279012 0.000503403 1.61728 0.583908 52.1751 4.39632e-06 0.0117427 44.0038 100.0
1000.00 830.00 2.220478 3.989764 -27883.075972 0.763362 4.078293 -2.617 1.16863 0.12433 0.0125403 0.275697 0.000460207 1.59012 0.579357 52.2065 4.04403e-06 0.0113266 44.0311 100.0
1000.00 825.00 2.219131 3.968203 -27891.403787 0.762972 4.076478 -2.618 1.15133 0.119469 0.0120872 0.272438 0.000420576 1.5634 0.574886 52.2373 3.71787e-06 0.0109235 44.0578 100.0
1000.00 820.00 2.217813 3.946639 -27899.982609 0.762591 4.074702 -2.620 1.13439 0.114787 0.0116486 0.269233 0.000384224 1.53712 0.570496 52.2674 3.41604e-06 0.0105329 44.084 100.0
1000.00 815.00 2.216522 3.925067 -27908.805690 0.762218 4.072964 -2.621 1.11778 0.110279 0.0112242 0.266082 0.000350888 1.51127 0.566187 52.297 3.13686e-06 0.0101545 44.1096 100.0
1000.00 810.00 2.215259 3.903485 -27917.866610 0.761854 4.071262 -2.622 1.1015 0.105937 0.0108134 0.262985 0.000320324 1.48584 0.561958 52.3261 2.87876e-06 0.009788 44.1348 100.0
1000.00 805.00 2.214022 3.881891 -27927.159266 0.761497 4.069597 -2.624 1.08555 0.101755 0.0104159 0.259941 0.000292311 1.46081 0.557809 52.3545 2.64025e-06 0.00943295 44.1595 100.0
1000.00 800.00 2.212810 3.860281 -27936.677840 0.761148 4.067967 -2.625 1.06992 0.0977274 0.0100312 0.25695 0.000266642 1.43618 0.55374 52.3825 2.41998e-06 0.00908903 44.1836 100.0

spinel_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
1000.00 840.00 0.323482 0.599933 -1609.573492 0.066051 0.288485 Fe''1.29Mg0.05Fe'''1.25Al0.07Cr0.00Ti0.34O4 0 12.1289 1.51957 44.2545 41.206 0 0.890988 0 0 0 0
1000.00 835.00 0.356993 0.660498 -1775.823495 0.072863 0.318254 Fe''1.29Mg0.05Fe'''1.25Al0.07Cr0.00Ti0.34O4 0 12.0672 1.51448 44.3701 41.175 0 0.873263 0 0 0 0
1000.00 830.00 0.379266 0.699896 -1884.143595 0.077365 0.337994 Fe''1.29Mg0.05Fe'''1.26Al0.07Cr0.00Ti0.34O4 0 11.8994 1.50778 44.6953 41.0366 0 0.860974 0 0 0 0
1000.00 825.00 0.401416 0.738848 -1991.599953 0.081838 0.357610 Fe''1.28Mg0.05Fe'''1.27Al0.07Cr0.00Ti0.33O4 0 11.7331 1.501 45.0175 40.8996 0 0.848775 0 0 0 0
1000.00 820.00 0.423439 0.777350 -2098.180773 0.086279 0.377099 Fe''1.28Mg0.05Fe'''1.28Al0.07Cr0.00Ti0.33O4 0 11.5685 1.49415 45.3368 40.7639 0 0.836666 0 0 0 0
1000.00 815.00 0.445333 0.815394 -2203.875612 0.090690 0.396457 Fe''1.28Mg0.05Fe'''1.29Al0.07Cr0.00Ti0.32O4 0 11.4055 1.48723 45.6531 40.6296 0 0.824649 0 0 0 0
1000.00 810.00 0.467092 0.852975 -2308.675167 0.095069 0.415680 Fe''1.27Mg0.05Fe'''1.30Al0.07Cr0.00Ti0.32O4 0 11.2441 1.48024 45.9663 40.4966 0 0.812721 0 0 0 0
1000.00 805.00 0.488714 0.890088 -2412.571043 0.099415 0.434766 Fe''1.27Mg0.04Fe'''1.31Al0.07Cr0.00Ti0.31O4 0 11.0843 1.47318 46.2767 40.365 0 0.800884 0 0 0 0
1000.00 800.00 0.510196 0.926729 -2515.555949 0.103727 0.453712 Fe''1.26Mg0.04Fe'''1.32Al0.06Cr0.00Ti0.31O4 0 10.9261 1.46606 46.5841 40.2346 0 0.789137 0 0 0 0

feldspar_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
1000.00 1070.00 0.000066 0.000157 -0.919959 0.000025 0.000081 K0.01Na0.43Ca0.56Al1.56Si2.44O8 54.0485 0 29.2865 0 0 0 0 11.5502 4.88756 0.227209 0
1000.00 1065.00 1.342046 3.178880 -18627.112401 0.509502 1.637810 K0.01Na0.43Ca0.55Al1.55Si2.45O8 54.2056 0 29.1794 0 0 0 0 11.4251 4.9567 0.233204 0
1000.00 1060.00 2.613753 6.181712 -36289.849061 0.992610 3.188407 K0.01Na0.44Ca0.55Al1.55Si2.45O8 54.3543 0 29.0778 0 0 0 0 11.3066 5.02194 0.239249 0
1000.00 1055.00 3.817620 9.014898 -53022.169142 1.450215 4.654914 K0.01Na0.44Ca0.54Al1.54Si2.46O8 54.4956 0 28.9813 0 0 0 0 11.1941 5.0837 0.245331 0
1000.00 1050.00 4.956652 11.686058 -68865.089414 1.883413 6.041074 K0.01Na0.45Ca0.54Al1.54Si2.46O8 54.6302 0 28.8893 0 0 0 0 11.0868 5.14235 0.251435 0
1000.00 1045.00 6.034149 14.203505 -83863.722479 2.293414 7.350986 K0.01Na0.45Ca0.53Al1.53Si2.47O8 54.7587 0 28.8014 0 0 0 0 10.9842 5.1982 0.257549 0
1000.00 1040.00 7.053527 16.575808 -98064.812717 2.681483 8.588889 K0.02Na0.46Ca0.53Al1.53Si2.47O8 54.8817 0 28.7171 0 0 0 0 10.886 5.25151 0.263659 0
1000.00 1035.00 8.018193 18.811493 -111515.008251 3.048884 9.759006 K0.02Na0.46Ca0.52Al1.52Si2.48O8 54.9997 0 28.6362 0 0 0 0 10.7918 5.30252 0.269756 0
1000.00 1030.00 8.931460 20.918844 -124259.732834 3.396852 10.865445 K0.02Na0.47Ca0.52Al1.52Si2.48O8 55.1132 0 28.5585 0 0 0 0 10.7011 5.3514 0.27583 0
1000.00 1025.00 9.797211 22.907441 -136352.315594 3.726842 11.912994 K0.02Na0.47Ca0.51Al1.51Si2.49O8 55.2223 0 28.4836 0 0 0 0 10.6139 5.39829 0.281943 0
1000.00 1020.00 10.699604 24.972544 -148965.475363 4.070560 13.003724 K0.02Na0.47Ca0.51Al1.51Si2.49O8 55.3025 0 28.428 0 0 0 0 10.5493 5.43111 0.289164 0
1000.00 1015.00 11.570793 26.956387 -161154.066621 4.402385 14.140294 K0.02Na0.48Ca0.51Al1.51Si2.49O8 55.3759 0 28.3768 0 0 0 0 10.4899 5.4607 0.296636 0
1000.00 1010.00 12.392676 28.817902 -172664.643249 4.715507 15.137829 K0.02Na0.48Ca0.50Al1.50Si2.50O8 55.4495 0 28.3256 0 0 0 0 10.4305 5.49033 0.304082 0
1000.00 1005.00 13.168928 30.566191 -183547.674434 5.011316 16.078716 K0.02Na0.48Ca0.50Al1.50Si2.50O8 55.5228 0 28.2745 0 0 0 0 10.3713 5.51989 0.311493 0
1000.00 1000.00 13.902787 32.209281 -193847.628833 5.291035 16.966973 K0.02Na0.48Ca0.50Al1.50Si2.50O8 55.5958 0 28.2237 0 0 0 0 10.3124 5.54929 0.318862 0
1000.00 995.00 14.597139 33.754337 -203604.179810 5.555756 17.806189 K0.02Na0.49Ca0.49Al1.49Si2.51O8 55.6681 0 28.1734 0 0 0 0 10.2539 5.57843 0.32618 0
1000.00 990.00 15.254596 35.207835 -212853.174184 5.806462 18.599604 K0.02Na0.49Ca0.49Al1.49Si2.51O8 55.7396 0 28.1236 0 0 0 0 10.1961 5.60724 0.333435 0
1000.00 985.00 15.877543 36.575692 -221627.386287 6.044055 19.350182 K0.02Na0.49Ca0.49Al1.49Si2.51O8 55.8102 0 28.0744 0 0 0 0 10.1391 5.63565 0.340621 0
1000.00 980.00 16.468183 37.863366 -229957.084823 6.269364 20.060657 K0.02Na0.49Ca0.49Al1.49Si2.51O8 55.8796 0 28.0261 0 0 0 0 10.083 5.66357 0.347726 0
1000.00 975.00 17.028565 39.075928 -237870.442217 6.483161 20.733574 K0.02Na0.50Ca0.48Al1.48Si2.52O8 55.9478 0 27.9786 0 0 0 0 10.028 5.69096 0.354742 0
1000.00 970.00 17.560840 40.218642 -245397.116835 6.686258 21.371598 K0.02Na0.50Ca0.48Al1.48Si2.52O8 56.0144 0 27.9321 0 0 0 0 9.97407 5.71774 0.361652 0
1000.00 965.00 18.086295 41.339744 -252836.181121 6.886613 22.000531 K0.02Na0.50Ca0.48Al1.48Si2.52O8 56.0727 0 27.8915 0 0 0 0 9.92699 5.7413 0.367436 0
1000.00 960.00 18.583183 42.390413 -259881.583566 7.076080 22.594076 K0.02Na0.50Ca0.48Al1.48Si2.52O8 56.1298 0 27.8518 0 0 0 0 9.88094 5.76433 0.373121 0
1000.00 955.00 19.053776 43.376159 -266564.676370 7.255518 23.155039 K0.02Na0.50Ca0.47Al1.47Si2.53O8 56.1854 0 27.8131 0 0 0 0 9.83598 5.78679 0.378701 0
1000.00 950.00 19.500118 44.301944 -272913.695699 7.425702 23.685950 K0.02Na0.51Ca0.47Al1.47Si2.53O8 56.2397 0 27.7753 0 0 0 0 9.79219 5.80864 0.384172 0
1000.00 945.00 19.924054 45.172240 -278954.093364 7.587328 24.189089 K0.02Na0.51Ca0.47Al1.47Si2.53O8 56.2924 0 27.7386 0 0 0 0 9.74961 5.82987 0.389533 0
1000.00 940.00 20.327246 45.991081 -284708.834376 7.741028 24.666516 K0.02Na0.51Ca0.47Al1.47Si2.53O8 56.3435 0 27.703 0 0 0 0 9.70826 5.85044 0.394781 0
1000.00 935.00 22.449922 50.691684 -314495.407931 8.550538 27.225502 K0.03Na0.51Ca0.46Al1.46Si2.54O8 56.419 0 27.6384 0 0 0 0 9.63733 5.8491 0.456256 0
1000.00 930.00 24.268773 54.682450 -340034.096226 9.243655 29.411089 K0.03Na0.51Ca0.46Al1.46Si2.54O8 56.4588 0 27.5961 0 0 0 0 9.59316 5.82698 0.525015 0
1000.00 925.00 25.726665 57.843304 -360519.370878 9.799371 31.156311 K0.03Na0.51Ca0.46Al1.46Si2.54O8 56.4985 0 27.5532 0 0 0 0 9.5485 5.80293 0.596941 0
1000.00 920.00 26.944684 60.451360 -377642.505602 10.263892 32.608562 K0.04Na0.50Ca0.46Al1.46Si2.54O8 56.5406 0 27.5075 0 0 0 0 9.50099 5.77718 0.673692 0
1000.00 915.00 27.986793 62.653053 -392297.112860 10.661572 33.845705 K0.04Na0.50Ca0.46Al1.46Si2.54O8 56.5846 0 27.4594 0 0 0 0 9.45106 5.7491 0.75583 0
1000.00 910.00 28.899244 64.554085 -405128.908196 11.010037 34.923992 K0.05Na0.50Ca0.45Al1.45Si2.55O8 56.6301 0 27.4089 0 0 0 0 9.39875 5.71813 0.844086 0
1000.00 905.00 29.717109 66.234379 -416626.779981 11.322667 35.886011 K0.05Na0.50Ca0.45Al1.45Si2.55O8 56.6774 0 27.3556 0 0 0 0 9.34374 5.68379 0.939442 0
1000.00 900.00 30.468426 67.757565 -427180.645421 11.610185 36.765721 K0.06Na0.49Ca0.45Al1.45Si2.55O8 56.727 0 27.2989 0 0 0 0 9.2854 5.64551 1.04324 0
1000.00 895.00 31.281115 69.321162 -438846.256019 11.903424 37.699970 K0.06Na0.47Ca0.46Al1.46Si2.54O8 56.2864 0 27.5913 0 0 0 0 9.62946 5.43049 1.06227 0
1000.00 890.00 31.805307 70.199330 -446683.362118 12.078257 38.283735 K0.06Na0.45Ca0.49Al1.49Si2.51O8 55.6458 0 28.0416 0 0 0 0 10.1504 5.18328 0.97889 0
1000.00 885.00 31.789005 69.997457 -446674.613842 12.070046 38.244826 K0.06Na0.45Ca0.49Al1.49Si2.51O8 55.6363 0 28.0519 0 0 0 0 10.1612 5.18914 0.961507 0
1000.00 880.00 31.773435 69.796746 -446675.442739 12.062128 38.206911 K0.05Na0.45Ca0.49Al1.49Si2.51O8 55.627 0 28.062 0 0 0 0 10.1716 5.19499 0.944338 0
1000.00 875.00 31.758577 69.597138 -446685.602370 12.054495 38.169992 K0.05Na0.45Ca0.49Al1.49Si2.51O8 55.618 0 28.0719 0 0 0 0 10.1819 5.20083 0.927381 0
1000.00 870.00 31.744412 69.398576 -446704.853313 12.047140 38.134077 K0.05Na0.46Ca0.49Al1.49Si2.51O8 55.6093 0 28.0815 0 0 0 0 10.1919 5.20666 0.910633 0
1000.00 865.00 31.730922 69.201004 -446732.962822 12.040057 38.099177 K0.05Na0.46Ca0.49Al1.49Si2.51O8 55.6008 0 28.091 0 0 0 0 10.2016 5.21248 0.894093 0
1000.00 860.00 31.718091 69.004367 -446769.704492 12.033237 38.065308 K0.05Na0.46Ca0.49Al1.49Si2.51O8 55.5926 0 28.1002 0 0 0 0 10.2112 5.21829 0.877757 0
1000.00 855.00 31.705901 68.808613 -446814.857955 12.026674 38.032493 K0.05Na0.46Ca0.49Al1.49Si2.51O8 55.5845 0 28.1092 0 0 0 0 10.2205 5.22409 0.861625 0
1000.00 850.00 31.694335 68.613689 -446868.208590 12.020361 38.000757 K0.05Na0.46Ca0.49Al1.49Si2.51O8 55.5768 0 28.1181 0 0 0 0 10.2296 5.22989 0.845694 0
1000.00 845.00 31.683378 68.419543 -446929.547255 12.014293 37.970136 K0.05Na0.46Ca0.49Al1.49Si2.51O8 55.5692 0 28.1267 0 0 0 0 10.2385 5.23567 0.829962 0
1000.00 840.00 31.673014 68.226123 -446998.670038 12.008462 37.940670 K0.05Na0.46Ca0.49Al1.49Si2.51O8 55.5619 0 28.1351 0 0 0 0 10.2471 5.24144 0.814428 0
1000.00 835.00 31.668434 68.044464 -447149.110997 12.004816 37.918613 K0.05Na0.46Ca0.50Al1.50Si2.50O8 55.5542 0 28.1437 0 0 0 0 10.256 5.24697 0.799043 0
1000.00 830.00 31.659076 67.852033 -447231.365586 11.999391 37.891456 K0.05Na0.46Ca0.50Al1.50Si2.50O8 55.5473 0 28.1518 0 0 0 0 10.2643 5.25271 0.783898 0
1000.00 825.00 31.650266 67.660183 -447320.824304 11.994185 37.865636 K0.04Na0.46Ca0.50Al1.50Si2.50O8 55.5407 0 28.1596 0 0 0 0 10.2723 5.25844 0.768945 0
1000.00 820.00 31.641990 67.468863 -447417.300513 11.989193 37.841239 K0.04Na0.46Ca0.50Al1.50Si2.50O8 55.5342 0 28.1673 0 0 0 0 10.2801 5.26417 0.754181 0
1000.00 815.00 31.634234 67.278026 -447520.614384 11.984408 37.818364 K0.04Na0.46Ca0.50Al1.50Si2.50O8 55.528 0 28.1748 0 0 0 0 10.2878 5.26988 0.739606 0
1000.00 810.00 31.626983 67.087622 -447630.586519 11.979826 37.797131 K0.04Na0.46Ca0.50Al1.50Si2.50O8 55.522 0 28.182 0 0 0 0 10.2952 5.27557 0.725218 0
1000.00 805.00 31.620224 66.897602 -447747.045093 11.975440 37.777678 K0.04Na0.46Ca0.50Al1.50Si2.50O8 55.5162 0 28.1892 0 0 0 0 10.3024 5.28126 0.711015 0
1000.00 800.00 31.613943 66.707919 -447869.820120 11.971245 37.760169 K0.04Na0.46Ca0.50Al1.50Si2.50O8 55.5106 0 28.1961 0 0 0 0 10.3094 5.28693 0.696996 0

whitlockite thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula
1000.00 1025.00 0.018108 0.040314 -219.372874 0.005699 0.024715 Ca3(PO4)2
1000.00 1020.00 0.073786 0.163879 -894.386074 0.023222 0.100417 Ca3(PO4)2
1000.00 1015.00 0.127755 0.283072 -1549.433125 0.040207 0.173367 Ca3(PO4)2
1000.00 1010.00 0.176495 0.390137 -2141.756789 0.055546 0.238824 Ca3(PO4)2
1000.00 1005.00 0.220567 0.486394 -2678.060947 0.069416 0.297610 Ca3(PO4)2
1000.00 1000.00 0.260442 0.572951 -3163.964409 0.081966 0.350415 Ca3(PO4)2
1000.00 995.00 0.296518 0.650745 -3604.213485 0.093319 0.397822 Ca3(PO4)2
1000.00 990.00 0.329132 0.720579 -4002.848032 0.103584 0.440331 Ca3(PO4)2
1000.00 985.00 0.358575 0.783141 -4363.331579 0.112850 0.478371 Ca3(PO4)2
1000.00 980.00 0.385099 0.839027 -4688.653285 0.121198 0.512312 Ca3(PO4)2
1000.00 975.00 0.408921 0.888757 -4981.407714 0.128695 0.542480 Ca3(PO4)2
1000.00 970.00 0.430302 0.932938 -5244.710236 0.135424 0.569248 Ca3(PO4)2
1000.00 965.00 0.455569 0.985295 -5555.693614 0.143376 0.600995 Ca3(PO4)2
1000.00 960.00 0.478129 1.031538 -5833.962360 0.150476 0.629004 Ca3(PO4)2
1000.00 955.00 0.498197 1.072174 -6082.090093 0.156791 0.653587 Ca3(PO4)2
1000.00 950.00 0.515956 1.107637 -6302.281420 0.162381 0.675016 Ca3(PO4)2
1000.00 945.00 0.531566 1.138302 -6496.423424 0.167293 0.693521 Ca3(PO4)2
1000.00 940.00 0.545161 1.164494 -6666.128348 0.171572 0.709305 Ca3(PO4)2
1000.00 935.00 0.738020 1.572492 -9029.168069 0.232268 0.957601 Ca3(PO4)2
1000.00 930.00 0.891426 1.894560 -10911.750361 0.280547 1.153488 Ca3(PO4)2
1000.00 925.00 1.013814 2.149219 -12416.431535 0.319065 1.308282 Ca3(PO4)2
1000.00 920.00 1.116550 2.360995 -13681.856892 0.351398 1.436943 Ca3(PO4)2
1000.00 915.00 1.204443 2.540348 -14766.613146 0.379060 1.545857 Ca3(PO4)2
1000.00 910.00 1.281011 2.694918 -15713.557131 0.403157 1.639688 Ca3(PO4)2
1000.00 905.00 1.348964 2.830569 -16555.715300 0.424543 1.722014 Ca3(PO4)2
1000.00 900.00 1.410499 2.952043 -17319.925414 0.443909 1.795730 Ca3(PO4)2
1000.00 895.00 1.742816 3.638086 -21411.615273 0.548495 2.212864 Ca3(PO4)2
1000.00 890.00 2.136508 4.448290 -26261.930278 0.672397 2.705491 Ca3(PO4)2
1000.00 885.00 2.136508 4.436651 -26275.439701 0.672397 2.698284 Ca3(PO4)2
1000.00 880.00 2.136508 4.424992 -26288.913188 0.672397 2.691117 Ca3(PO4)2
1000.00 875.00 2.136508 4.413313 -26302.350936 0.672397 2.683989 Ca3(PO4)2
1000.00 870.00 2.136508 4.401615 -26315.753141 0.672397 2.676899 Ca3(PO4)2
1000.00 865.00 2.136508 4.389896 -26329.119995 0.672397 2.669849 Ca3(PO4)2
1000.00 860.00 2.136508 4.378157 -26342.451692 0.672397 2.662836 Ca3(PO4)2
1000.00 855.00 2.136508 4.366397 -26355.748422 0.672397 2.655862 Ca3(PO4)2
1000.00 850.00 2.136508 4.354615 -26369.010374 0.672397 2.648925 Ca3(PO4)2
1000.00 845.00 2.136508 4.342812 -26382.237737 0.672397 2.642026 Ca3(PO4)2
1000.00 840.00 2.136508 4.330987 -26395.430697 0.672397 2.635164 Ca3(PO4)2

clinopyroxene_1 thermodynamic data and composition:
Pressure Temperature mass S H V Cp structure formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
1000.00 1065.00 0.320784 0.722660 -3603.864638 0.094033 0.370860 cpx Na0.01Ca0.25Fe''0.74Mg0.92Fe'''0.05Ti0.01Al0.12Si1.92O6 50.091 0.202274 2.58845 1.64476 23.2618 0 16.1361 5.99544 0.0801593 0 0
