Title: dummy

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2(absolute) rhol rhos viscosity aH2O chisqr
1000.00 970.00 99.999998 0.0000000000000000 0.000000 222.952475 -1333649.210343 31.469887 -26.112561 1282.034758 124.031349 -8.748 -8.748 0.000000 3.177641 2.821 0 0.000
1000.00 965.00 99.999998 0.0000000000000000 0.000000 222.445560 -1334278.112857 31.463416 -26.113859 1279.727922 123.956333 -8.831 -8.831 0.000000 3.178294 2.821 0 0.000
1000.00 960.00 99.999998 0.0000000000000000 0.000000 221.936959 -1334906.565684 31.456961 -26.115161 1277.419852 123.880878 -8.915 -8.915 0.000000 3.178947 2.821 0 0.000
1000.00 955.00 99.999998 0.0000000000000000 0.000000 221.426658 -1335534.566909 31.450524 -26.116464 1275.110591 123.804979 -8.999 -8.999 0.000000 3.179597 2.821 0 0.000
1000.00 950.00 99.999998 0.0000000000000000 0.000000 220.914645 -1336162.114607 31.444103 -26.117768 1272.800188 123.728634 -9.085 -9.085 0.000000 3.180246 2.821 0 0.000
1000.00 945.00 99.999998 0.0000000000000000 0.000000 220.400908 -1336789.206844 31.437698 -26.119074 1270.488696 123.651837 -9.171 -9.171 0.000000 3.180894 2.821 0 0.000
1000.00 940.00 99.999998 0.0000000000000000 0.000000 219.885434 -1337415.841674 31.431310 -26.120381 1268.176169 123.574586 -9.257 -9.257 0.000000 3.181541 2.821 0 0.000
1000.00 935.00 99.999998 0.0000000000000000 0.000000 219.368211 -1338042.017143 31.424939 -26.121688 1265.862668 123.496876 -9.345 -9.345 0.000000 3.182186 2.821 0 0.000
1000.00 930.00 99.999998 0.0000000000000000 0.000000 218.849226 -1338667.731284 31.418583 -26.122995 1263.548257 123.418704 -9.434 -9.434 0.000000 3.182830 2.821 0 0.000
1000.00 925.00 99.999998 0.0000000000000000 0.000000 218.328465 -1339292.982118 31.412243 -26.124301 1261.233007 123.340065 -9.523 -9.523 0.000000 3.183472 2.821 0 0.000
1000.00 920.00 99.999998 0.0000000000000000 0.000000 217.805915 -1339917.767659 31.405919 -26.125606 1258.916992 123.260957 -9.613 -9.613 0.000000 3.184113 2.821 0 0.000
1000.00 915.00 99.999998 0.0000000000000000 0.000000 217.281564 -1340542.085904 31.399611 -26.126910 1256.600293 123.181375 -9.704 -9.704 0.000000 3.184753 2.821 0 0.000
1000.00 910.00 99.999998 0.0000000000000000 0.000000 216.755397 -1341165.934842 31.393319 -26.128212 1254.282998 123.101316 -9.796 -9.796 0.000000 3.185391 2.821 0 0.000
1000.00 905.00 99.999998 0.0000000000000000 0.000000 216.227401 -1341789.312451 31.387042 -26.129512 1251.965203 123.020777 -9.888 -9.888 0.000000 3.186028 2.821 0 0.000
1000.00 900.00 99.999998 0.0000000000000000 0.000000 215.697562 -1342412.216697 31.380780 -26.130809 1249.647012 122.939754 -9.982 -9.982 0.000000 3.186664 2.821 0 0.000
1000.00 895.00 99.999998 0.0000000000000000 0.000000 215.165867 -1343034.645533 31.374533 -26.132103 1247.328536 122.858245 -10.076 -10.076 0.000000 3.187298 2.821 0 0.000
1000.00 890.00 99.999998 0.0000000000000000 0.000000 214.632300 -1343656.596905 31.368302 -26.133394 1245.009899 122.776247 -10.172 -10.172 0.000000 3.187932 2.821 0 0.000
1000.00 885.00 99.999998 0.0000000000000000 0.000000 214.096848 -1344278.068746 31.362085 -26.134680 1242.691234 122.693757 -10.268 -10.268 0.000000 3.188563 2.821 0 0.000
1000.00 880.00 99.999998 0.0003603426141945 0.000395 213.553111 -1344907.933260 31.356984 -26.137708 1240.451645 122.632260 4.123 4.123 2.907011 3.189194 -2.379 0 0.000
1000.00 875.00 99.999998 0.0003599983817391 0.000395 213.013745 -1345528.553873 31.350795 -26.138947 1238.132490 122.548871 4.145 4.145 2.906876 3.189824 -2.380 0 0.000
1000.00 870.00 99.999998 0.0003596633288646 0.000395 212.472449 -1346148.688881 31.344620 -26.140183 1235.813817 122.464985 4.167 4.167 2.906746 3.190452 -2.381 0 0.000
1000.00 865.00 99.999998 0.0003593372396788 0.000394 211.929207 -1346768.336199 31.338459 -26.141415 1233.495820 122.380600 4.187 4.187 2.906619 3.191080 -2.383 0 0.000
1000.00 860.00 99.999998 0.0003590199081749 0.000394 211.384006 -1347387.493734 31.332312 -26.142643 1231.178715 122.295716 4.208 4.208 2.906496 3.191706 -2.384 0 0.000
1000.00 855.00 99.999998 0.0003587111385268 0.000394 210.836828 -1348006.159395 31.326179 -26.143866 1228.862739 122.210332 4.227 4.227 2.906378 3.192331 -2.385 0 0.000
1000.00 850.00 99.999998 0.0003584107443689 0.000394 210.287659 -1348624.331089 31.320059 -26.145085 1226.548158 122.124451 4.246 4.246 2.906262 3.192955 -2.386 0 0.000
1000.00 845.00 99.999998 0.0003581185482675 0.000394 209.736482 -1349242.006729 31.313953 -26.146300 1224.235265 122.038072 4.265 4.265 2.906151 3.193578 -2.387 0 0.000
1000.00 840.00 99.999998 0.0003578343811122 0.000393 209.183281 -1349859.184236 31.307860 -26.147510 1221.924392 121.951200 4.283 4.283 2.906044 3.194199 -2.388 0 0.000
1000.00 835.00 99.999998 0.0003575580826986 0.000393 208.628040 -1350475.861544 31.301780 -26.148717 1219.615906 121.863837 4.300 4.300 2.905940 3.194820 -2.389 0 0.000
1000.00 830.00 99.999998 0.0003572895007325 0.000393 208.070743 -1351092.036605 31.295712 -26.149919 1217.310224 121.775989 4.317 4.317 2.905839 3.195440 -2.390 0 0.000
1000.00 825.00 99.999998 0.0003570284899268 0.000393 207.511372 -1351707.707400 31.289657 -26.151119 1215.007815 121.687663 4.333 4.333 2.905742 3.196058 -2.390 0 0.000
1000.00 820.00 99.999998 0.0003567749131073 0.000392 206.949910 -1352322.871939 31.283614 -26.152316 1212.709209 121.598868 4.349 4.349 2.905649 3.196676 -2.391 0 0.000
1000.00 815.00 99.999998 0.0003565286396863 0.000392 206.386340 -1352937.528281 31.277583 -26.153511 1210.415011 121.509614 4.364 4.364 2.905559 3.197292 -2.392 0 0.000
1000.00 810.00 99.999998 0.0003562895466318 0.000392 205.820645 -1353551.674536 31.271564 -26.154706 1208.125907 121.419915 4.379 4.379 2.905473 3.197908 -2.392 0 0.000
1000.00 805.00 99.999998 0.0003560575167235 0.000392 205.252806 -1354165.308892 31.265557 -26.155902 1205.842688 121.329788 4.393 4.393 2.905390 3.198523 -2.393 0 0.000
1000.00 800.00 99.999998 0.0003558367596340 0.000392 204.655318 -1354807.977774 31.271533 -26.166097 1202.250537 121.222365 4.404 4.404 2.905318 3.197911 -2.393 0 0.000
