Title: dummy

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2(absolute) rhol rhos viscosity aH2O chisqr
1000.00 1070.00 100.000000 0.2114118610594158 0.240073 233.082612 -1232455.040901 34.014773 -85.647270 1256.837160 120.649095 -10.173 -10.173 2.588924 3.050778 4.757 0 0.000
1000.00 1065.00 100.000000 0.2022695036836218 0.230815 232.392280 -1233380.547452 33.982707 -84.247764 1240.657142 120.361855 -10.292 -10.292 2.578745 3.051880 4.894 0 0.000
1000.00 1060.00 100.000000 0.1942537814672904 0.222653 231.729981 -1234265.157520 33.954068 -83.021580 1226.418653 120.104771 -10.400 -10.400 2.569499 3.052753 5.024 0 0.000
1000.00 1055.00 100.000000 0.1871625442487232 0.215398 231.090385 -1235116.244872 33.928238 -81.939096 1213.735236 119.871972 -10.499 -10.499 2.561032 3.053467 5.150 0 0.000
1000.00 1050.00 100.000000 0.1808404872827988 0.208904 230.469407 -1235939.450665 33.904744 -80.977210 1202.319335 119.659040 -10.590 -10.590 2.553226 3.054067 5.272 0 0.000
1000.00 1045.00 100.000000 0.1751659650993700 0.203053 229.863856 -1236739.177566 33.883214 -80.117600 1191.951871 119.462580 -10.675 -10.675 2.545989 3.054586 5.390 0 0.000
1000.00 1040.00 100.000000 0.1700421592981833 0.197752 229.271194 -1237518.918838 33.863352 -79.345525 1182.462652 119.279932 -10.754 -10.754 2.539248 3.055045 5.505 0 0.000
1000.00 1035.00 100.000000 0.1653909540715286 0.192927 228.689374 -1238281.485379 33.844919 -78.648980 1173.717273 119.108978 -10.828 -10.828 2.532943 3.055461 5.617 0 0.000
1000.00 1030.00 100.000000 0.1611247475945114 0.188491 228.116511 -1239029.446887 33.827646 -78.017213 1165.588468 118.946944 -10.898 -10.898 2.526974 3.055850 5.728 0 0.000
1000.00 1025.00 100.000000 0.1571072850906323 0.184309 227.550560 -1239765.553430 33.811123 -77.439329 1157.923579 118.788590 -10.965 -10.965 2.521099 3.056237 5.844 0 0.000
1000.00 1020.00 100.000000 0.1534201367296497 0.180463 226.991540 -1240489.851437 33.795591 -76.913167 1150.755428 118.638352 -11.028 -11.028 2.515560 3.056604 5.959 0 0.000
1000.00 1015.00 100.000000 0.1500233806872463 0.176912 226.437465 -1241204.970187 33.780893 -76.461329 1151.491602 118.745995 -11.088 -11.088 2.510323 3.056960 6.071 0 0.000
1000.00 1010.00 100.000000 0.1450461588811064 0.171575 225.839328 -1241973.952409 33.757492 -75.611549 1144.623223 118.576703 -11.116 -11.116 2.504275 3.057168 6.194 0 0.000
1000.00 1005.00 100.000000 0.1402446785661333 0.166403 225.244849 -1242735.277007 33.734454 -74.779604 1138.170660 118.412849 -11.137 -11.137 2.498344 3.057348 6.318 0 0.000
1000.00 1000.00 100.000000 0.1358673139005547 0.161677 224.660578 -1243480.605551 33.713131 -74.023421 1132.166796 118.258799 -11.157 -11.157 2.492685 3.057525 6.441 0 0.000
1000.00 995.00 100.000000 0.1318663272385818 0.157349 224.085118 -1244211.817056 33.693342 -73.334907 1126.551509 118.113304 -11.177 -11.177 2.487281 3.057701 6.563 0 0.000
1000.00 990.00 100.000000 0.1282000014926555 0.153377 223.517250 -1244930.541968 33.674926 -72.706900 1121.274826 117.975296 -11.197 -11.197 2.482117 3.057877 6.683 0 0.000
1000.00 985.00 100.000000 0.1248318681223237 0.149721 222.955912 -1245638.195636 33.657739 -72.133070 1116.295002 117.843861 -11.217 -11.217 2.477180 3.058054 6.803 0 0.000
1000.00 980.00 100.000000 0.1217300296085974 0.146350 222.400176 -1246336.007445 33.641655 -71.607830 1111.576981 117.718209 -11.237 -11.237 2.472456 3.058234 6.922 0 0.000
1000.00 975.00 100.000000 0.1188665646119550 0.143233 221.849233 -1247025.046181 33.626561 -71.126244 1107.091174 117.597663 -11.258 -11.258 2.467934 3.058416 7.040 0 0.000
1000.00 970.00 100.000000 0.1162170067218329 0.140346 221.302375 -1247706.242062 33.612357 -70.683958 1102.812474 117.481636 -11.279 -11.279 2.463601 3.058602 7.157 0 0.000
1000.00 965.00 100.000000 0.1137598890538592 0.137666 220.758980 -1248380.405819 33.598955 -70.277123 1098.719472 117.369623 -11.300 -11.300 2.459449 3.058792 7.273 0 0.000
1000.00 960.00 100.000000 0.1114763476744118 0.135172 220.218505 -1249048.245187 33.586278 -69.902339 1094.793820 117.261183 -11.322 -11.322 2.455467 3.058985 7.388 0 0.000
1000.00 955.00 100.000000 0.1093497773188175 0.132848 219.680470 -1249710.379103 33.574256 -69.556596 1091.019723 117.155935 -11.345 -11.345 2.451647 3.059182 7.503 0 0.000
1000.00 950.00 100.000000 0.1073655333029158 0.130677 219.144452 -1250367.349921 33.562828 -69.237227 1087.383522 117.053547 -11.368 -11.368 2.447979 3.059383 7.617 0 0.000
1000.00 945.00 100.000000 0.1055106739794011 0.128646 218.610078 -1251019.633891 33.551939 -68.941862 1083.873356 116.953727 -11.392 -11.392 2.444457 3.059588 7.730 0 0.000
1000.00 940.00 100.000000 0.1037737385700501 0.126743 218.077017 -1251667.650140 33.541542 -68.668398 1080.478891 116.856224 -11.417 -11.417 2.441073 3.059796 7.843 0 0.000
1000.00 935.00 100.000000 0.0919839151180381 0.112552 217.400199 -1252486.969648 33.492943 -65.495850 1069.384999 116.630417 -11.502 -11.502 2.440096 3.054901 7.879 0 0.000
1000.00 930.00 100.000000 0.0793825072243985 0.097291 216.715566 -1253312.409991 33.441307 -62.051231 1057.725162 116.396519 -11.603 -11.603 2.439875 3.049638 7.892 0 0.000
1000.00 925.00 100.000000 0.0625439992903645 0.076933 215.962925 -1254216.074444 33.379363 -57.478756 1041.154368 116.092381 -11.716 -11.716 2.435532 3.042564 8.014 0 0.000
1000.00 920.00 100.000000 0.0484815167340824 0.059834 215.258004 -1255058.932264 33.327366 -53.635046 1026.922644 115.829727 -11.831 -11.831 2.431227 3.036769 8.139 0 0.000
1000.00 915.00 100.000000 0.0367592923411000 0.045500 214.592790 -1255850.982691 33.283482 -50.407792 1014.731807 115.602293 -11.945 -11.945 2.427320 3.032007 8.259 0 0.000
1000.00 910.00 100.000000 0.0266725482622169 0.033101 213.955275 -1256606.862315 33.245296 -47.611565 1003.952750 115.399376 -12.060 -12.060 2.423777 3.027943 8.373 0 0.000
1000.00 905.00 100.000000 0.0177413237731532 0.022069 213.337370 -1257336.398505 33.211167 -45.119702 994.156353 115.213721 -12.175 -12.175 2.420568 3.024361 8.481 0 0.000
1000.00 900.00 100.000000 0.0096221736221757 0.011995 212.733389 -1258046.474227 33.179928 -42.841194 985.034493 115.040168 -12.290 -12.290 2.417663 3.021109 8.585 0 0.000
1000.00 895.00 100.000000 0.0020564834677559 0.002569 212.139162 -1258742.109099 33.150703 -40.707141 976.353666 114.874864 -12.404 -12.404 2.415039 3.018076 8.684 0 0.000
1000.00 890.00 100.000000 0.0000000000000000 0.000000 211.610777 -1259358.064368 33.139635 -40.126931 972.910540 114.783710 -11.767 -11.767 0.000000 3.017535 8.744 0 0.000
1000.00 885.00 100.000000 0.0000000000000000 0.000000 211.104712 -1259945.427623 33.135305 -40.129133 971.452041 114.719992 -11.860 -11.860 0.000000 3.017929 8.744 0 0.000
1000.00 880.00 100.000000 0.0000000000000000 0.000000 210.596751 -1260532.451879 33.130981 -40.131390 970.005724 114.656187 -11.954 -11.954 0.000000 3.018323 8.744 0 0.000
1000.00 875.00 100.000000 0.0000000000000000 0.000000 210.086879 -1261119.135177 33.126662 -40.133706 968.572554 114.592322 -12.048 -12.048 0.000000 3.018716 8.744 0 0.000
1000.00 870.00 100.000000 0.0000000000000000 0.000000 210.086879 -1261119.135177 33.126662 -40.133706 968.572554 114.592322 -12.048 -12.048 0.000000 3.018716 8.744 0 0.000
1000.00 865.00 100.000000 0.0000000000000000 0.000000 209.054709 -1262299.052872 33.118448 -40.137887 965.739969 114.464528 -12.240 -12.240 0.000000 3.019465 8.744 0 0.000
1000.00 860.00 100.000000 0.0000000000000000 0.000000 208.535607 -1262888.570037 33.114351 -40.140070 964.348014 114.400682 -12.338 -12.338 0.000000 3.019839 8.744 0 0.000
1000.00 855.00 100.000000 0.0000000000000000 0.000000 208.014543 -1263477.710812 33.110256 -40.142326 962.974384 114.336929 -12.436 -12.436 0.000000 3.020212 8.744 0 0.000
1000.00 850.00 100.000000 0.0000000000000000 0.000000 207.491499 -1264066.474287 33.106163 -40.144661 961.620817 114.273321 -12.535 -12.535 0.000000 3.020586 8.744 0 0.000
1000.00 845.00 100.000000 0.0000000000000000 0.000000 206.966459 -1264654.859863 33.102072 -40.147079 960.289273 114.209919 -12.635 -12.635 0.000000 3.020959 8.744 0 0.000
1000.00 840.00 100.000000 0.0047550226742845 0.004934 206.341018 -1265375.877860 33.112159 -40.163780 959.697540 114.437797 -1.031 -1.031 2.910584 3.020581 -2.553 0 0.000
1000.00 835.00 100.000000 0.0047512448984498 0.004931 205.810501 -1265965.095876 33.108073 -40.165995 958.404536 114.376320 -0.996 -0.996 2.910235 3.020957 -2.555 0 0.000
1000.00 830.00 100.000000 0.0047475666278980 0.004928 205.277924 -1266553.938710 33.103988 -40.168326 957.141490 114.315281 -0.960 -0.960 2.909893 3.021333 -2.556 0 0.000
1000.00 825.00 100.000000 0.0047475666278980 0.004928 205.277924 -1266553.938710 33.103988 -40.168326 957.141490 114.315281 -0.960 -0.960 2.909893 3.021333 -2.556 0 0.000
1000.00 820.00 100.000000 0.0047475666278980 0.004928 205.277924 -1266553.938710 33.103988 -40.168326 957.141490 114.315281 -0.960 -0.960 2.909893 3.021333 -2.556 0 0.000
1000.00 815.00 100.000000 0.0047475666278980 0.004928 205.277924 -1266553.938710 33.103988 -40.168326 957.141490 114.315281 -0.960 -0.960 2.909893 3.021333 -2.556 0 0.000
1000.00 810.00 100.000000 0.0047337945834320 0.004919 203.126608 -1268905.592604 33.087665 -40.178998 952.461516 114.077804 -0.823 -0.823 2.908596 3.022836 -2.562 0 0.000
1000.00 805.00 100.000000 0.0047305745029890 0.004917 202.583417 -1269492.591361 33.083587 -40.182067 951.407756 114.020848 -0.789 -0.789 2.908289 3.023212 -2.564 0 0.000
1000.00 800.00 100.000000 0.0047274391019969 0.004914 202.038032 -1270079.233120 33.079510 -40.185328 950.412371 113.965242 -0.756 -0.756 2.907988 3.023588 -2.565 0 0.000
