Title: mars_ultram

System Thermodynamic Data:
Pressure Temperature mass F phi S H V dVdP*10^6 dVdT*10^6 Cp logfO2(absolute) logfO2-QFM rhol rhos viscosity aH2O chisqr
150.00 1475.00 99.955312 0.6210288213035211 0.645912 279.966991 -1128330.299473 33.583478 -111.050078 2267.405029 144.177564 -7.692 -2.000 2.861666 3.185478 0.269 0 0.000
150.00 1470.00 99.954483 0.6118649234442071 0.637344 279.269740 -1129530.146739 33.546565 -110.108546 2248.686305 143.739076 -7.732 -2.000 2.860459 3.188912 0.299 0 0.000
150.00 1465.00 99.953646 0.6027840635305022 0.628861 278.576277 -1130719.769072 33.510054 -109.179615 2230.101613 143.306369 -7.772 -2.000 2.859107 3.192376 0.330 0 0.000
150.00 1460.00 99.952801 0.5937818347548339 0.620459 277.886404 -1131899.541219 33.473931 -108.262810 2211.643062 142.879226 -7.813 -2.000 2.857603 3.195870 0.361 0 0.000
150.00 1455.00 99.951947 0.5848542164990554 0.612134 277.199934 -1133069.812965 33.438183 -107.357702 2193.303464 142.457443 -7.853 -2.000 2.855943 3.199394 0.394 0 0.000
150.00 1450.00 99.951084 0.5759975910614130 0.603883 276.516697 -1134230.909022 33.402799 -106.463906 2175.076369 142.040838 -7.894 -2.000 2.854121 3.202947 0.427 0 0.000
150.00 1445.00 99.950213 0.5672087637304033 0.595704 275.836534 -1135383.128751 33.367766 -105.581080 2156.956101 141.629242 -7.936 -2.000 2.852130 3.206529 0.461 0 0.000
150.00 1440.00 99.949332 0.5584849861561719 0.587593 275.159300 -1136526.745735 33.333077 -104.708935 2138.937808 141.222508 -7.977 -2.000 2.849965 3.210137 0.495 0 0.000
150.00 1435.00 99.948441 0.5498239828904586 0.579549 274.484865 -1137662.007203 33.298724 -103.847229 2121.017512 140.820506 -8.019 -2.000 2.847621 3.213772 0.531 0 0.000
150.00 1430.00 99.947540 0.5412239808565179 0.571570 273.813114 -1138789.133327 33.264699 -102.995773 2103.192168 140.423126 -8.061 -2.000 2.845091 3.217432 0.568 0 0.000
150.00 1425.00 99.946629 0.5326837413690820 0.563655 273.143948 -1139908.316408 33.230998 -102.154435 2085.459726 140.030281 -8.103 -2.000 2.842369 3.221114 0.605 0 0.000
150.00 1420.00 99.945709 0.5242025941490944 0.555805 272.477286 -1141019.719964 33.197619 -101.323139 2067.819200 139.641901 -8.146 -2.000 2.839450 3.224818 0.644 0 0.000
150.00 1415.00 99.944778 0.5157804725553109 0.548017 271.813062 -1142123.477783 33.164558 -100.501873 2050.270735 139.257942 -8.189 -2.000 2.836328 3.228541 0.684 0 0.000
150.00 1410.00 99.943837 0.5074179490049988 0.540294 271.151230 -1143219.692955 33.131818 -99.690686 2032.815680 138.878380 -8.232 -2.000 2.832999 3.232281 0.724 0 0.000
150.00 1405.00 99.942886 0.4991162692575728 0.532636 270.491764 -1144308.436958 33.099398 -98.889696 2015.456653 138.503217 -8.275 -2.000 2.829457 3.236035 0.766 0 0.000
150.00 1400.00 99.941925 0.4908773839122848 0.525044 269.834655 -1145389.748864 33.067304 -98.099087 1998.197604 138.132477 -8.318 -2.000 2.825699 3.239800 0.810 0 0.000
150.00 1395.00 99.940954 0.4827039751396445 0.517522 269.179920 -1146463.634736 33.035541 -97.319118 1981.043871 137.766212 -8.362 -2.000 2.821721 3.243573 0.854 0 0.000
150.00 1390.00 99.939974 0.4745994763249213 0.510072 268.527592 -1147530.067332 33.004117 -96.550114 1964.002222 137.404495 -8.406 -2.000 2.817521 3.247350 0.900 0 0.000
150.00 1385.00 99.939047 0.4634970972586068 0.499204 267.826100 -1148675.966026 32.943646 -95.070370 1947.882159 137.007845 -8.450 -2.000 2.816648 3.249935 0.931 0 0.000
150.00 1380.00 99.938124 0.4524864333686706 0.488396 267.128788 -1149811.567744 32.883245 -93.592219 1932.035635 136.618049 -8.495 -2.000 2.815725 3.252499 0.962 0 0.000
150.00 1375.00 99.937203 0.4417498639485166 0.477856 266.438618 -1150931.949377 32.824666 -92.158948 1916.411233 136.237284 -8.540 -2.000 2.814531 3.255110 0.995 0 0.000
150.00 1370.00 99.936284 0.4312760911458422 0.467575 265.755264 -1152037.717930 32.767817 -90.768570 1901.005469 135.865202 -8.585 -2.000 2.813065 3.257757 1.028 0 0.000
150.00 1365.00 99.935367 0.4210552141091321 0.457542 265.078439 -1153129.413619 32.712612 -89.419271 1885.816566 135.501498 -8.630 -2.000 2.811329 3.260434 1.063 0 0.000
150.00 1360.00 99.934451 0.4110786132717372 0.447750 264.407894 -1154207.515603 32.658969 -88.109387 1870.844344 135.145906 -8.676 -2.000 2.809323 3.263132 1.099 0 0.000
150.00 1355.00 99.933539 0.4013388369063489 0.438191 263.743411 -1155272.447558 32.606814 -86.837391 1856.090104 134.798201 -8.722 -2.000 2.807052 3.265844 1.136 0 0.000
150.00 1350.00 99.932629 0.3918294881269222 0.428858 263.084802 -1156324.583147 32.556078 -85.601880 1841.556489 134.458188 -8.768 -2.000 2.804519 3.268563 1.174 0 0.000
150.00 1345.00 99.931722 0.3825451109754289 0.419746 262.431907 -1157364.251487 32.506695 -84.401552 1827.247336 134.125704 -8.815 -2.000 2.801730 3.271282 1.213 0 0.000
150.00 1340.00 99.930819 0.3734810747099646 0.410850 261.784589 -1158391.742627 32.458604 -83.235199 1813.167499 133.800609 -8.862 -2.000 2.798691 3.273994 1.254 0 0.000
150.00 1335.00 99.929921 0.3646334560133057 0.402164 261.142733 -1159407.313069 32.411747 -82.101693 1799.322670 133.482786 -8.909 -2.000 2.795413 3.276692 1.296 0 0.000
150.00 1330.00 99.929028 0.3559989194215852 0.393686 260.506238 -1160411.191307 32.366068 -80.999969 1785.719165 133.172135 -8.956 -2.000 2.791905 3.279371 1.339 0 0.000
150.00 1325.00 99.928141 0.3475745969056435 0.385411 259.875021 -1161403.583363 32.321516 -79.929018 1772.363712 132.868570 -9.004 -2.000 2.788178 3.282025 1.383 0 0.000
150.00 1320.00 99.927261 0.3393579681142427 0.377335 259.249007 -1162384.678234 32.278042 -78.887874 1759.263220 132.572011 -9.052 -2.000 2.784245 3.284647 1.429 0 0.000
150.00 1315.00 99.926390 0.3313467432789352 0.369457 258.628129 -1163354.653172 32.235597 -77.875604 1746.424551 132.282384 -9.100 -2.000 2.780121 3.287233 1.475 0 0.000
150.00 1310.00 99.925527 0.3235387511497393 0.361772 258.012323 -1164313.678706 32.194135 -76.891301 1733.854289 131.999618 -9.149 -2.000 2.775821 3.289778 1.523 0 0.000
150.00 1305.00 99.924674 0.3159318344953212 0.354277 257.401528 -1165261.923268 32.153613 -75.934077 1721.558527 131.723636 -9.198 -2.000 2.771361 3.292276 1.571 0 0.000
150.00 1300.00 99.923832 0.3085237556788835 0.346970 256.795678 -1166199.557348 32.113989 -75.003051 1709.542667 131.454357 -9.247 -2.000 2.766759 3.294724 1.621 0 0.000
150.00 1295.00 99.923002 0.3013121145749150 0.339847 256.194705 -1167126.757059 32.075220 -74.097354 1697.811245 131.191690 -9.296 -2.000 2.762031 3.297119 1.671 0 0.000
150.00 1290.00 99.922185 0.2942942806509480 0.332905 255.598532 -1168043.707047 32.037268 -73.216115 1686.367787 130.935535 -9.346 -2.000 2.757197 3.299457 1.723 0 0.000
150.00 1285.00 99.921381 0.2874673404495344 0.326140 255.007077 -1168950.602699 32.000094 -72.358466 1675.214700 130.685778 -9.396 -2.000 2.752273 3.301736 1.775 0 0.000
150.00 1280.00 99.920591 0.2808280610154098 0.319548 254.420245 -1169847.651630 31.963661 -71.523537 1664.353197 130.442292 -9.447 -2.000 2.747278 3.303953 1.827 0 0.000
150.00 1275.00 99.919817 0.2743728691145623 0.313125 253.837934 -1170735.074466 31.927931 -70.710457 1653.783257 130.204937 -9.498 -2.000 2.742229 3.306107 1.881 0 0.000
150.00 1270.00 99.919058 0.2680978454127902 0.306867 253.260028 -1171613.104960 31.892871 -69.918353 1643.503629 129.973558 -9.549 -2.000 2.737142 3.308197 1.935 0 0.000
150.00 1265.00 99.918316 0.2619987322160624 0.300769 252.686403 -1172481.989531 31.858445 -69.146356 1633.511852 129.747988 -9.600 -2.000 2.732034 3.310222 1.989 0 0.000
150.00 1260.00 99.917590 0.2560709529633422 0.294827 252.116925 -1173341.986288 31.824621 -68.393597 1623.804321 129.528048 -9.652 -2.000 2.726920 3.312183 2.044 0 0.000
150.00 1255.00 99.916881 0.2503096413741692 0.289034 251.551450 -1174193.363656 31.791366 -67.659213 1614.376360 129.313547 -9.704 -2.000 2.721813 3.314078 2.099 0 0.000
150.00 1250.00 99.916189 0.2447096780584909 0.283386 250.989825 -1175036.398697 31.758651 -66.942351 1605.222325 129.104286 -9.757 -2.000 2.716727 3.315910 2.154 0 0.000
150.00 1245.00 99.915515 0.2392657324309282 0.277878 250.431892 -1175871.375230 31.726443 -66.242166 1596.335707 128.900057 -9.810 -2.000 2.711673 3.317677 2.210 0 0.000
150.00 1240.00 99.914859 0.2339723079256450 0.272504 249.877486 -1176698.581836 31.694716 -65.557831 1587.709255 128.700649 -9.863 -2.000 2.706662 3.319383 2.266 0 0.000
150.00 1235.00 99.914221 0.2288237887406103 0.267259 249.326438 -1177518.309834 31.663441 -64.888533 1579.335088 128.505845 -9.917 -2.000 2.701703 3.321028 2.321 0 0.000
150.00 1230.00 99.913600 0.2238144866366338 0.262137 248.778576 -1178330.851281 31.632592 -64.233481 1571.204819 128.315425 -9.970 -2.000 2.696804 3.322613 2.377 0 0.000
150.00 1225.00 99.912997 0.2189386866096616 0.257133 248.233725 -1179136.497065 31.602143 -63.591906 1563.309664 128.129172 -10.025 -2.000 2.691973 3.324140 2.433 0 0.000
150.00 1220.00 99.912412 0.2141906905610899 0.252240 247.691712 -1179935.535108 31.572070 -62.963065 1555.640554 127.946865 -10.079 -2.000 2.687214 3.325612 2.488 0 0.000
150.00 1215.00 99.911844 0.2095648583583017 0.247455 247.152363 -1180728.248722 31.542351 -62.346244 1548.188228 127.768290 -10.134 -2.000 2.682534 3.327030 2.544 0 0.000
150.00 1210.00 99.911293 0.2050556459095997 0.242771 246.615507 -1181514.915112 31.512963 -61.740756 1540.943328 127.593234 -10.190 -2.000 2.677935 3.328395 2.599 0 0.000
150.00 1205.00 99.910760 0.2006574282244954 0.238184 246.082025 -1182294.251704 31.483883 -61.145894 1533.896541 126.579657 -10.245 -2.000 2.673421 3.329711 2.654 0 0.000
150.00 1200.00 99.910243 0.1963627064760834 0.233685 245.552406 -1183065.562957 31.455072 -60.560456 1527.039116 126.423279 -10.302 -2.000 2.668999 3.330978 2.709 0 0.000
150.00 1195.00 99.909743 0.1921658675252493 0.229269 245.024666 -1183831.803419 31.426506 -59.983720 1520.361856 126.269720 -10.358 -2.000 2.664668 3.332199 2.764 0 0.000
150.00 1190.00 99.909260 0.1880621322571626 0.224932 244.498651 -1184593.211821 31.398170 -59.415163 1513.855560 126.118795 -10.415 -2.000 2.660431 3.333376 2.818 0 0.000
150.00 1185.00 99.908792 0.1840469604189466 0.220669 243.974212 -1185350.015673 31.370049 -58.854297 1507.511254 125.970325 -10.472 -2.000 2.656287 3.334510 2.872 0 0.000
150.00 1180.00 99.908341 0.1801160710703900 0.216478 243.451208 -1186102.430610 31.342132 -58.300675 1501.320233 125.824138 -10.530 -2.000 2.652234 3.335603 2.926 0 0.000
150.00 1175.00 99.906798 0.1573748041094346 0.189975 242.509144 -1187438.401199 31.250480 -54.303364 1476.192584 125.257802 -10.588 -2.000 2.648364 3.325632 2.957 0 0.000
150.00 1170.00 99.904951 0.1302736887999777 0.157992 241.471259 -1188902.698279 31.146124 -49.465657 1446.762276 124.598013 -10.646 -2.000 2.644867 3.313214 2.972 0 0.000
150.00 1165.00 99.903115 0.1047805784859395 0.127715 240.485235 -1190287.349559 31.047529 -45.026358 1419.755258 123.934312 -10.705 -2.000 2.639930 3.302348 3.023 0 0.000
150.00 1160.00 99.901646 0.0852845573585243 0.104374 239.630241 -1191486.156893 30.970783 -41.612601 1398.681634 123.417724 -10.765 -2.000 2.635723 3.294425 3.069 0 0.000
150.00 1155.00 99.900827 0.0643074647092946 0.079323 238.790679 -1192671.920196 30.881369 -38.015687 1374.013695 122.818747 -10.824 -2.000 2.622600 3.287749 3.182 0 0.000
150.00 1150.00 99.900010 0.0519193390119693 0.064258 238.096700 -1193645.375596 30.828535 -35.800485 1359.510809 122.470476 -10.885 -2.000 2.618289 3.283232 3.233 0 0.000
150.00 1145.00 99.899355 0.0421127343605339 0.052246 237.456057 -1194542.756604 30.785078 -34.023653 1347.578348 122.186112 -10.945 -2.000 2.615645 3.279755 3.274 0 0.000
150.00 1140.00 99.898825 0.0342165642036902 0.042515 236.854683 -1195383.795121 30.748483 -32.574698 1337.523382 121.948181 -11.006 -2.000 2.614744 3.277061 3.303 0 0.000
150.00 1135.00 99.898394 0.0277773874271825 0.034536 236.282989 -1196181.893569 30.717066 -31.378516 1328.883443 121.745027 -11.067 -2.000 2.615740 3.274979 3.319 0 0.000
150.00 1130.00 99.898043 0.0224783150137408 0.027939 235.734206 -1196946.472707 30.689665 -30.382290 1321.341184 121.568621 -11.129 -2.000 2.618903 3.273389 3.320 0 0.000
150.00 1125.00 99.897755 0.0180902638248360 0.022453 235.203382 -1197684.388387 30.665453 -29.547500 1314.673941 121.413277 -11.192 -2.000 2.624703 3.272203 3.301 0 0.000
150.00 1120.00 99.897517 0.0144405305242544 0.017872 234.686725 -1198400.850622 30.643829 -28.844610 1308.722684 121.274854 -11.254 -2.000 2.634005 3.271346 3.256 0 0.000
150.00 1115.00 99.897316 0.0113889074850465 0.014027 234.181094 -1199100.131189 30.624320 -28.248639 1303.371948 121.150240 -11.318 -2.000 2.648607 3.270752 3.170 0 0.000
150.00 1110.00 99.897140 0.0087953498677634 0.010739 233.683265 -1199786.541106 30.606476 -27.731934 1298.533359 121.036899 -11.381 -2.000 2.673295 3.270333 3.004 0 0.000
150.00 1105.00 99.896593 0.0035553266906332 0.004377 232.981998 -1200744.301407 30.567354 -26.801979 1290.556887 120.858107 -11.445 -2.000 2.654818 3.270777 3.164 0 0.000
150.00 1100.00 99.896485 0.0000000000000000 0.000000 232.454675 -1201467.700876 30.546181 -26.120813 1282.949520 120.706351 -11.510 -2.000 0.000000 3.270343 3.191 0 0.000
150.00 1095.00 99.896444 0.0000000000000000 0.000000 231.995652 -1202096.095201 30.538788 -26.120441 1280.810648 120.774961 -11.575 -2.000 0.000000 3.271133 3.191 0 0.000
150.00 1090.00 99.896403 0.0000000000000000 0.000000 231.546859 -1202708.195222 30.531408 -26.120070 1278.672870 120.712421 -11.640 -2.000 0.000000 3.271923 3.191 0 0.000
150.00 1085.00 99.896361 0.0000000000000000 0.000000 231.096687 -1203319.925450 30.524040 -26.119701 1276.536222 120.649557 -11.706 -2.000 0.000000 3.272711 3.191 0 0.000
150.00 1080.00 99.896320 0.0000000000000000 0.000000 230.645128 -1203931.283523 30.516684 -26.119335 1274.400740 120.586367 -11.773 -2.000 0.000000 3.273499 3.191 0 0.000
150.00 1075.00 99.896278 0.0000000000000000 0.000000 230.192173 -1204542.267011 30.509341 -26.118971 1272.266457 120.522847 -11.840 -2.000 0.000000 3.274285 3.191 0 0.000
150.00 1070.00 99.896236 0.0000000000000000 0.000000 229.737814 -1205152.873457 30.502011 -26.118611 1270.133408 120.458994 -11.907 -2.000 0.000000 3.275070 3.191 0 0.000
150.00 1065.00 99.896194 0.0000000000000000 0.000000 229.282041 -1205763.100404 30.494694 -26.118254 1268.001623 120.394806 -11.975 -2.000 0.000000 3.275855 3.191 0 0.000
150.00 1060.00 99.896152 0.0000000000000000 0.000000 228.824846 -1206372.945412 30.487390 -26.117901 1265.871135 120.330279 -12.044 -2.000 0.000000 3.276638 3.191 0 0.000
150.00 1055.00 99.896110 0.0000000000000000 0.000000 228.366220 -1206982.406074 30.480098 -26.117550 1263.741976 120.265410 -12.113 -2.000 0.000000 3.277421 3.191 0 0.000
150.00 1050.00 99.896067 0.0000000000000000 0.000000 227.906153 -1207591.480023 30.472819 -26.117203 1261.614179 120.200196 -12.183 -2.000 0.000000 3.278202 3.191 0 0.000
150.00 1045.00 99.896024 0.0000000000000000 0.000000 227.444638 -1208200.164935 30.465553 -26.116859 1259.487777 120.134633 -12.253 -2.000 0.000000 3.278983 3.191 0 0.000
150.00 1040.00 99.895981 0.0000000000000000 0.000000 226.981664 -1208808.458538 30.458300 -26.116518 1257.362803 120.068719 -12.323 -2.000 0.000000 3.279762 3.191 0 0.000
150.00 1035.00 99.895938 0.0000000000000000 0.000000 226.517222 -1209416.358611 30.451059 -26.116179 1255.239291 120.002449 -12.394 -2.000 0.000000 3.280541 3.191 0 0.000
150.00 1030.00 99.895895 0.0000000000000000 0.000000 226.051302 -1210023.862985 30.443830 -26.115842 1253.117276 119.935821 -12.466 -2.000 0.000000 3.281318 3.191 0 0.000
150.00 1025.00 99.895851 0.0000000000000000 0.000000 225.583895 -1210630.969549 30.436613 -26.115506 1250.996793 119.868831 -12.538 -2.000 0.000000 3.282095 3.191 0 0.000
150.00 1020.00 99.895808 0.0000000000000000 0.000000 225.114992 -1211237.676248 30.429408 -26.115170 1248.877879 119.801475 -12.611 -2.000 0.000000 3.282871 3.191 0 0.000
150.00 1015.00 99.895764 0.0000000000000000 0.000000 224.644497 -1211844.089422 30.422211 -26.122323 1248.708751 119.799083 -12.684 -2.000 0.000000 3.283646 3.191 0 0.000
150.00 1010.00 99.895720 0.0000000000000000 0.000000 224.172314 -1212450.317521 30.415019 -26.122002 1246.600495 119.731233 -12.758 -2.000 0.000000 3.284421 3.191 0 0.000
150.00 1005.00 99.895675 0.0000000000000000 0.000000 223.698602 -1213056.140943 30.407838 -26.121681 1244.494213 119.663016 -12.833 -2.000 0.000000 3.285195 3.191 0 0.000
150.00 1000.00 99.895631 0.0000000000000000 0.000000 223.223351 -1213661.557921 30.400667 -26.121359 1242.389978 119.594430 -12.908 -2.000 0.000000 3.285968 3.191 0 0.000
